recordKey,detailId,mediaId,mediaType,inventoryNumber,yearRaw,field,hitType,category,matchedTerm,matchedTermNormalized,canonicalName,matchSource,stmGazetteerId,ambiguityCount,title,snippet,lowHangingSpecific,reviewBucket
ec6a878e-8825-81d6-13c4-d48237f2380f::be554df7-e863-fbe5-8be1-24a30a1e2baf,ec6a878e-8825-81d6-13c4-d48237f2380f,be554df7-e863-fbe5-8be1-24a30a1e2baf,video,SR-NA_02_1084,Onbekend,personsRaw,person,person,malaria-probleem.,malaria-probleem,malaria-probleem.,nas-persons-field,,1,Minister Rakieb khodabux over de gezondheidzorg,malaria-probleem.,true,high-precision
ed463c3d-1a18-2465-3278-cea2b3cfb11a::7c116249-9b0c-2af6-d763-e6425064ed78,ed463c3d-1a18-2465-3278-cea2b3cfb11a,7c116249-9b0c-2af6-d763-e6425064ed78,video,SR-NA_02_0959_002_001-005,2002,personsRaw,person,person,Cliff Djamin,cliff djamin,Cliff Djamin,nas-persons-field,,1,Nationale dialoog deel 2B,Cliff Djamin,true,high-precision
ed5b5963-80db-9c8f-d731-6827ae116f27::460b292e-7247-1d25-ed81-84f26ee9c042,ed5b5963-80db-9c8f-d731-6827ae116f27,460b292e-7247-1d25-ed81-84f26ee9c042,image,SR-NA_01_0256,1990,description,place,street,Saramaccastraat,saramaccastraat,Saramaccastraat,paramaribo-street-standardization,,1,Centrale Markt,Gebouw van de Centrale Markt aan de Saramaccastraat,true,high-precision
ed9546b3-4770-77cf-0087-c99d859aa54f::d0cf146d-3301-430f-8356-451d4fc0c393,ed9546b3-4770-77cf-0087-c99d859aa54f,d0cf146d-3301-430f-8356-451d4fc0c393,image,SR-NA_03_089_025,Juli-1975,description,place,river,Nickerie,nickerie,Nickerie,stm-gazetteer,stm-00261,1,"Suriname nieuwsbrief, 30 juni tot en met 6 juli","te nemen bij KRIJGSMACHT Versnelde aanpak voorzieningen in Nickerie Activiteiten voor ontwatering kustgebied Waterleiding in coronie ondergaat uitbreiding, Premier Henck Arron zendt jayce",true,high-precision
ee3a3811-72d2-a345-1fdf-9c0fe7265879::21cffc42-2847-316c-8160-5995f80e9069,ee3a3811-72d2-a345-1fdf-9c0fe7265879,21cffc42-2847-316c-8160-5995f80e9069,image,SR-NA_01_0283_005,1980,description,place,street,Gravenstraat,gravenstraat,Gravenstraat,paramaribo-street-standardization,,1,Theater Thalia,In december 1837 werd voor 846 gulden het terrein tussen de Gravenstraat en de Dr. J. F. Nassylaan 4 (toen nog Wagenwegstraat genoemd) gekocht en op 9 juni 1838 werd door voorzitter N. G. Vlie,true,high-precision
ee3a3811-72d2-a345-1fdf-9c0fe7265879::21cffc42-2847-316c-8160-5995f80e9069,ee3a3811-72d2-a345-1fdf-9c0fe7265879,21cffc42-2847-316c-8160-5995f80e9069,image,SR-NA_01_0283_005,1980,description,place,street,Wagenwegstraat,wagenwegstraat,Wagenwegstraat,paramaribo-street-standardization,,1,Theater Thalia,ussen de Gravenstraat en de Dr. J. F. Nassylaan 4 (toen nog Wagenwegstraat genoemd) gekocht en op 9 juni 1838 werd door voorzitter N. G. Vlier de eerste steen gelegd voor het eigen theater (bron,true,high-precision
eee2f4a2-d638-6a34-cb05-b6f1e67a7a45::32656af9-afb6-2885-1262-f556ce109650,eee2f4a2-d638-6a34-cb05-b6f1e67a7a45,32656af9-afb6-2885-1262-f556ce109650,video,NAS_062______-NAS3000NAME,1 september 1977,personsRaw,person,person,Johan Ferrier,johan ferrier,Johan Ferrier,nas-persons-field,,1,Films_Johan_Henri_Eliza_Ferrier_06,Johan Ferrier,true,high-precision
eeebc6f0-9216-261a-5f77-166c4dd860a0::26eb9b10-2dc6-f1a6-9754-5c73ceb56e8b,eeebc6f0-9216-261a-5f77-166c4dd860a0,26eb9b10-2dc6-f1a6-9754-5c73ceb56e8b,video,SR-NA_02_0872,7 mei 1988,description,place,plantation,Industrie,industrie,Industrie,stm-gazetteer,stm-00858,1,Vliegverbinding Paramaribo-Willemstad hervat,het toestel. Minister Wilfred Greb van Transport Handel en Industrie en leden van de Antilliaanse onderhandelingsdelegatie behoorden tot het gezelschap dat op Zanderij aanwezig was,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Componisten: 1. Ruth Koenders,componisten 1 ruth koenders,Componisten: 1. Ruth Koenders,nas-persons-field,,1,Suripop-5 1988 deel 2,Componisten: 1. Ruth Koenders,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Dren Kon Tru,dren kon tru,Dren Kon Tru,nas-persons-field,,1,Suripop-5 1988 deel 2,Dren Kon Tru,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,zang: Lucretia Muringen,zang lucretia muringen,zang: Lucretia Muringen,nas-persons-field,,1,Suripop-5 1988 deel 2,zang: Lucretia Muringen,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,2. Johan Herbert,2 johan herbert,2. Johan Herbert,nas-persons-field,,1,Suripop-5 1988 deel 2,2. Johan Herbert,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Yu Fosi Lobi,yu fosi lobi,Yu Fosi Lobi,nas-persons-field,,1,Suripop-5 1988 deel 2,Yu Fosi Lobi,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,zang: Darl Filemon,zang darl filemon,zang: Darl Filemon,nas-persons-field,,1,Suripop-5 1988 deel 2,zang: Darl Filemon,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,3. Vincent Hooplot,3 vincent hooplot,3. Vincent Hooplot,nas-persons-field,,1,Suripop-5 1988 deel 2,3. Vincent Hooplot,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Mi Swit Presi,mi swit presi,Mi Swit Presi,nas-persons-field,,1,Suripop-5 1988 deel 2,Mi Swit Presi,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,zang: Roy van Ommeren,zang roy van ommeren,zang: Roy van Ommeren,nas-persons-field,,1,Suripop-5 1988 deel 2,zang: Roy van Ommeren,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,4. Hugo Landolf,4 hugo landolf,4. Hugo Landolf,nas-persons-field,,1,Suripop-5 1988 deel 2,4. Hugo Landolf,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Still I Love You Mister Drunker,still i love you mister drunker,Still I Love You Mister Drunker,nas-persons-field,,1,Suripop-5 1988 deel 2,Still I Love You Mister Drunker,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,zang: Reguillio Alberg,zang reguillio alberg,zang: Reguillio Alberg,nas-persons-field,,1,Suripop-5 1988 deel 2,zang: Reguillio Alberg,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,5. Albert Bergen,5 albert bergen,5. Albert Bergen,nas-persons-field,,1,Suripop-5 1988 deel 2,5. Albert Bergen,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Lonely Game,lonely game,Lonely Game,nas-persons-field,,1,Suripop-5 1988 deel 2,Lonely Game,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,zang: Delano Weltevreden,zang delano weltevreden,zang: Delano Weltevreden,nas-persons-field,,1,Suripop-5 1988 deel 2,zang: Delano Weltevreden,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,6. Erik Refos/Siegfried Geerling,6 erik refos siegfried geerling,6. Erik Refos/Siegfried Geerling,nas-persons-field,,1,Suripop-5 1988 deel 2,6. Erik Refos/Siegfried Geerling,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Brasa Mi,brasa mi,Brasa Mi,nas-persons-field,,1,Suripop-5 1988 deel 2,Brasa Mi,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,zang: Paul Ameerali & Silvy Singoredjo,zang paul ameerali silvy singoredjo,zang: Paul Ameerali & Silvy Singoredjo,nas-persons-field,,1,Suripop-5 1988 deel 2,zang: Paul Ameerali & Silvy Singoredjo,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,7. Hugo Landolf,7 hugo landolf,7. Hugo Landolf,nas-persons-field,,1,Suripop-5 1988 deel 2,7. Hugo Landolf,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Still I Love You,still i love you,Still I Love You,nas-persons-field,,1,Suripop-5 1988 deel 2,Still I Love You,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,8. Harold Gessel,8 harold gessel,8. Harold Gessel,nas-persons-field,,1,Suripop-5 1988 deel 2,8. Harold Gessel,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Sondro Yu,sondro yu,Sondro Yu,nas-persons-field,,1,Suripop-5 1988 deel 2,Sondro Yu,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,zang: Jimmy Westfa,zang jimmy westfa,zang: Jimmy Westfa,nas-persons-field,,1,Suripop-5 1988 deel 2,zang: Jimmy Westfa,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,9. Raymond Amatoemar,9 raymond amatoemar,9. Raymond Amatoemar,nas-persons-field,,1,Suripop-5 1988 deel 2,9. Raymond Amatoemar,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Gi Yu Nanga Mi,gi yu nanga mi,Gi Yu Nanga Mi,nas-persons-field,,1,Suripop-5 1988 deel 2,Gi Yu Nanga Mi,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,zang,zang,zang,nas-persons-field,,1,Suripop-5 1988 deel 2,zang,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Silvy Singoredjo,silvy singoredjo,Silvy Singoredjo,nas-persons-field,,1,Suripop-5 1988 deel 2,Silvy Singoredjo,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,10. Erik Refos/Siegfried Geerling,10 erik refos siegfried geerling,10. Erik Refos/Siegfried Geerling,nas-persons-field,,1,Suripop-5 1988 deel 2,10. Erik Refos/Siegfried Geerling,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,Ef A Kan,ef a kan,Ef A Kan,nas-persons-field,,1,Suripop-5 1988 deel 2,Ef A Kan,true,high-precision
ef1f0874-b00a-5e1f-1342-862838ec63ac::ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,ef1f0874-b00a-5e1f-1342-862838ec63ac,ed68a87c-cbd1-ada1-9163-95a2d1c1ba3d,video,SR-NA_02_1032_002,1988,personsRaw,person,person,zang: Paul Ameerali.,zang paul ameerali,zang: Paul Ameerali.,nas-persons-field,,1,Suripop-5 1988 deel 2,zang: Paul Ameerali.,true,high-precision
ef4086e9-e2e0-4a2e-93c4-bec2961143cb::836a8a6e-a609-53f7-df7f-85ce0801850c,ef4086e9-e2e0-4a2e-93c4-bec2961143cb,836a8a6e-a609-53f7-df7f-85ce0801850c,image,SR-NA_01_0003,2005,description,place,river,Nickerie,nickerie,Nickerie,stm-gazetteer,stm-00261,1,Bacoven aanplant Surland-Nickerie,djodhia brengt een bezoek aan het bacoven bedijf Surland te Nickerie,true,high-precision
ef7ddba1-83ad-3535-de71-bab6942b95fc::01dd88ca-ebc7-3683-d0d4-8e36b6b2d2d0,ef7ddba1-83ad-3535-de71-bab6942b95fc,01dd88ca-ebc7-3683-d0d4-8e36b6b2d2d0,image,SR-NA_03_089_026,Juli-1975,description,place,plantation,Phedra,phedra,Phedra,stm-gazetteer,stm-01448,1,"Suriname nieuwsbrief, 7 t/m 13 juli 1975",miljoen voor industriële ontwikkeling Regering moderniseert Phedra Uitbreiding röntgenafdeling AZ. Voorbereidingen volkswoningbouw Mariënburg vorderen Vorderingen projekt asfaltering en,true,high-precision
f031c193-d826-f35f-bc03-d3e2d61bb4d1::f6917852-86b7-23f5-8baa-68e01fa300e9,f031c193-d826-f35f-bc03-d3e2d61bb4d1,f6917852-86b7-23f5-8baa-68e01fa300e9,video,SR-NA_02_0003,1990,description,place,plantation,Gevaar,gevaar,Gevaar,stm-gazetteer,stm-02393,1,De Stem,"iseert hij niet aan drugs te beginnen sinds het een ernstig gevaar vormt voor jezelf, de toekomst, gezondheid en voor je leven.",true,high-precision
f071d96a-438f-1175-f17c-8980db2028aa::3070f80a-3b17-9536-3d08-17914b5932a9,f071d96a-438f-1175-f17c-8980db2028aa,3070f80a-3b17-9536-3d08-17914b5932a9,image,SR-NA_03_0007_019,dec. 1973 (3),description,place,plantation,Joden Savanne,joden savanne,Joden Savanne,stm-gazetteer,stm-02137,1,"Suralco magazine, december 1973","r A. Sumter, voormalig Suralco Public Relations medewerker. Joden Savanne; De geschiedenis van een historische plaats in Suriname, werd samengesteld door de redaktie met onder andere gegevens v",true,high-precision
f0c2f2ca-a481-1afe-5dff-149a4ed4578c::15dc0465-f7d3-1d90-ee08-e893f8eb77fe,f0c2f2ca-a481-1afe-5dff-149a4ed4578c,15dc0465-f7d3-1d90-ee08-e893f8eb77fe,image,SR-NA_01_0259,1990,title,place,street,Steenbakkerijstraat,steenbakkerijstraat,Steenbakkerijstraat,paramaribo-street-standardization,,1,Grote Stad kerk aan de Steenbakkerijstraat,Grote Stad kerk aan de Steenbakkerijstraat,true,high-precision
f0c2f2ca-a481-1afe-5dff-149a4ed4578c::15dc0465-f7d3-1d90-ee08-e893f8eb77fe,f0c2f2ca-a481-1afe-5dff-149a4ed4578c,15dc0465-f7d3-1d90-ee08-e893f8eb77fe,image,SR-NA_01_0259,1990,description,place,street,Steenbakkerijstraat,steenbakkerijstraat,Steenbakkerijstraat,paramaribo-street-standardization,,1,Grote Stad kerk aan de Steenbakkerijstraat,Grote Stadskerk aan de Steenbakkerijstraat,true,high-precision
f1088336-ba19-2d18-ebd4-bf2bd1916738::fb63d49c-ad77-5f5d-4392-119da6ae5adf,f1088336-ba19-2d18-ebd4-bf2bd1916738,fb63d49c-ad77-5f5d-4392-119da6ae5adf,video,SR-NA_02_1035,Onbekend,personsRaw,person,person,Cliff Djamin,cliff djamin,Cliff Djamin,nas-persons-field,,1,Jules Adjodhia en minister Geeta Gangaram Panday over rijstsector,Cliff Djamin,true,high-precision
f12b9fa9-920c-c6db-7733-39f1690f6d68::60d05b09-0a70-857c-447d-da23956443e6,f12b9fa9-920c-c6db-7733-39f1690f6d68,60d05b09-0a70-857c-447d-da23956443e6,image,SR-NA_01_0610,Onbekend,description,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,Gebouwen in Paramaribo,Gebouwen omgeving Waterkant,true,high-precision
f12b9fa9-920c-c6db-7733-39f1690f6d68::60d05b09-0a70-857c-447d-da23956443e6,f12b9fa9-920c-c6db-7733-39f1690f6d68,60d05b09-0a70-857c-447d-da23956443e6,image,SR-NA_01_0610,Onbekend,keywords,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,Gebouwen in Paramaribo,Presidentieel Paleis | Toren van Financiën | Dixiebar | Waterkant,true,high-precision
f15a818c-40bc-4ae0-677c-544ae5b44e0f::4d4e9302-d94e-4760-7aa9-9d1226867a7e,f15a818c-40bc-4ae0-677c-544ae5b44e0f,4d4e9302-d94e-4760-7aa9-9d1226867a7e,video,SR-NA_02_0938_003,Onbekend,title,place,river,Nickerie,nickerie,Nickerie,stm-gazetteer,stm-00261,1,Jules Adjodhia vergadert met land en padieboeren te Nickerie,Jules Adjodhia vergadert met land en padieboeren te Nickerie,true,high-precision
f15a818c-40bc-4ae0-677c-544ae5b44e0f::4d4e9302-d94e-4760-7aa9-9d1226867a7e,f15a818c-40bc-4ae0-677c-544ae5b44e0f,4d4e9302-d94e-4760-7aa9-9d1226867a7e,video,SR-NA_02_0938_003,Onbekend,description,place,river,Nickerie,nickerie,Nickerie,stm-gazetteer,stm-00261,1,Jules Adjodhia vergadert met land en padieboeren te Nickerie,"n Russel van RO, Geetapersad Gangaram Panday van LVV), naar Nickerie voor besprekingen over de bacoven sector. Delegatie houdt meeting met land- en padieboeren van Nickerie; de boeren en b",true,high-precision
f18b487a-35df-8492-f679-9ad984d04d49::0922fa67-e000-4397-fb82-9556c6750b02,f18b487a-35df-8492-f679-9ad984d04d49,0922fa67-e000-4397-fb82-9556c6750b02,image,SR-NA_01_0240,Onbekend,title,place,street,Gravenstraat,gravenstraat,Gravenstraat,paramaribo-street-standardization,,1,Jagernath Lachmon Gravenstraat,Jagernath Lachmon Gravenstraat,true,high-precision
f18b487a-35df-8492-f679-9ad984d04d49::0922fa67-e000-4397-fb82-9556c6750b02,f18b487a-35df-8492-f679-9ad984d04d49,0922fa67-e000-4397-fb82-9556c6750b02,image,SR-NA_01_0240,Onbekend,description,place,street,Gravenstraat,gravenstraat,Gravenstraat,paramaribo-street-standardization,,1,Jagernath Lachmon Gravenstraat,Jagernath Lachmon aan de Gravenstraat met juichende menigte,true,high-precision
f18b487a-35df-8492-f679-9ad984d04d49::0922fa67-e000-4397-fb82-9556c6750b02,f18b487a-35df-8492-f679-9ad984d04d49,0922fa67-e000-4397-fb82-9556c6750b02,image,SR-NA_01_0240,Onbekend,keywords,place,street,Gravenstraat,gravenstraat,Gravenstraat,paramaribo-street-standardization,,1,Jagernath Lachmon Gravenstraat,Jagernath Lachmon | Gravenstraat,true,high-precision
f1982731-9ed0-0dbf-c837-c1df0d22f801::9c0c759c-670d-3fbd-f2ef-ae2c9fee0921,f1982731-9ed0-0dbf-c837-c1df0d22f801,9c0c759c-670d-3fbd-f2ef-ae2c9fee0921,image,SR-NA_01_0258,1990,title,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,Lutherse kerk Waterkant,Lutherse kerk Waterkant,true,high-precision
f1982731-9ed0-0dbf-c837-c1df0d22f801::9c0c759c-670d-3fbd-f2ef-ae2c9fee0921,f1982731-9ed0-0dbf-c837-c1df0d22f801,9c0c759c-670d-3fbd-f2ef-ae2c9fee0921,image,SR-NA_01_0258,1990,description,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,Lutherse kerk Waterkant,Lutherse Kerk aan de Waterkant,true,high-precision
f236bb86-6aea-aecb-65fe-a4ff91beaf8e::600d1b11-cd36-45cb-4438-41b6032c91b7,f236bb86-6aea-aecb-65fe-a4ff91beaf8e,600d1b11-cd36-45cb-4438-41b6032c91b7,image,SR-NA_01_0956,,personsRaw,person,person,Milieuorganisatie Probios,milieuorganisatie probios,Milieuorganisatie Probios,nas-persons-field,,1,Protestacties milieu-activist Erlan Sleur,Milieuorganisatie Probios,true,high-precision
f236bb86-6aea-aecb-65fe-a4ff91beaf8e::600d1b11-cd36-45cb-4438-41b6032c91b7,f236bb86-6aea-aecb-65fe-a4ff91beaf8e,600d1b11-cd36-45cb-4438-41b6032c91b7,image,SR-NA_01_0956,,personsRaw,person,person,Patricia Etnel,patricia etnel,Patricia Etnel,nas-persons-field,,1,Protestacties milieu-activist Erlan Sleur,Patricia Etnel,true,high-precision
f25a0f7b-f62d-4822-9ae9-f374d52c49f0::2b0e05d4-62ad-74e1-95d2-066e18e277e4,f25a0f7b-f62d-4822-9ae9-f374d52c49f0,2b0e05d4-62ad-74e1-95d2-066e18e277e4,image,SR-NA_01_0253,1990,description,place,street,Zwartenhovenbrugstraat,zwartenhovenbrugstraat,Zwartenhovenbrugstraat,paramaribo-street-standardization,,1,Kwakoe-standbeeld Ondrobon-1990,"n Kwakoe, op de hoek van de Dr. Sophie Redmondstrtaat en de Zwartenhovenbrugstraat.",true,high-precision
f297a6e6-af29-6309-4d3e-01d69a3c0190::3ba01421-d48a-b36b-bb3a-cf9905def173,f297a6e6-af29-6309-4d3e-01d69a3c0190,3ba01421-d48a-b36b-bb3a-cf9905def173,video,SR-NA_02_1073,Onbekend,description,place,street,Rust en Vredestraat,rust en vredestraat,Rust en Vredestraat,paramaribo-street-standardization,,1,AVL.onderwijs in ontwikkeling,n brachten er een bezoek aan het Venezolaans Centrum aan de Rust en Vredestraat voor het werpen van een blik van het onderwijsgebeuren in Suriname. Minister Allan Lie Fo Sjoe gaf aan dat de vernieuwi,true,high-precision
f297a6e6-af29-6309-4d3e-01d69a3c0190::3ba01421-d48a-b36b-bb3a-cf9905def173,f297a6e6-af29-6309-4d3e-01d69a3c0190,3ba01421-d48a-b36b-bb3a-cf9905def173,video,SR-NA_02_1073,Onbekend,personsRaw,person,person,Minister Allan Lie Fo Sjoe,minister allan lie fo sjoe,Minister Allan Lie Fo Sjoe,nas-persons-field,,1,AVL.onderwijs in ontwikkeling,Minister Allan Lie Fo Sjoe,true,high-precision
f297a6e6-af29-6309-4d3e-01d69a3c0190::3ba01421-d48a-b36b-bb3a-cf9905def173,f297a6e6-af29-6309-4d3e-01d69a3c0190,3ba01421-d48a-b36b-bb3a-cf9905def173,video,SR-NA_02_1073,Onbekend,personsRaw,person,person,mevrouw Doergaram,mevrouw doergaram,mevrouw Doergaram,nas-persons-field,,1,AVL.onderwijs in ontwikkeling,mevrouw Doergaram,true,high-precision
