recordid;id;year;page;litt_std;district_of_divisie;loc_org;loc_std;river_or_road;direction;plantation_std;plantation_org;plantation_id;psur_id;psur_id2;has_parts1_lab;has_parts1_id;has_parts2_lab;has_parts2_id;has_parts3_lab;has_parts3_id;has_parts4_lab;has_parts4_id;part_of_lab;part_of_id;reference_org;owned_by_lab;owned_by_id;owned_by_id2;size_std;product_std;enslaved_norm;enslaved_shared_with;function;additional_info;deserted;lot;administrateurs;directeuren;eigenaren;administrateurs_in_Europa;administrateurs_in_suriname;blank-officier;slaven;sranantongo_naam;plantage_mannelijke_niet_vrije_bewoners;plantage_totaal_niet_vrije_bewoners;plantage_vrouwelijke_niet_vrije_bewoners;privé_mannelijke_niet_vrije_bewoners;privé_totaal_niet_vrije_bewoners;privé_vrouwelijke_niet_vrije_bewoners;soort_van_molen;totaal_generaal_bewoners;vrije_bewoners;generaal_totaal_slaven;generale_macht_slaven_geschikt_tot_werken_plantages;generale_macht_slaven_geschikt_tot_werken_privé;generale_macht_slaven_ongeschikt_tot_werken_plantages;generale_macht_slaven_ongeschikt_tot_werken_privé;totaal_slaven_op_de_plantages_aanwezig_geschikt_tot_werk;totaal_slaven_op_de_plantages_aanwezig_ongeschikt_tot_werk;vrije_personen_op_plantages_jongens;vrije_personen_op_plantages_mannen;vrije_personen_op_plantages_meisjes;vrije_personen_op_plantages_vrouwen;vrije_personen_op_plantages_totaal;werktuig_stoom;werktuig_water
1840-100-914;14704;1840;100;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Lochaber;Locharber;Q59116976;PSUR0203;;;;;;;;;;;;;;;;250;;;;;;verlaten;;{ G. Fraser, A. Desse en J. Gordon.;;J. Gordon.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-915;14705;1840;100;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Rhynie;Rhynie;Q59133158;PSUR0299;;;;;;;;;;;;;;;;250;katoen;6;;;;;;Js. Gordon.;Js. Gordon.;Js. Gordon.;;;;6;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-916;14706;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Margarethenburg;Margaretenburg;Q21000083;PSUR0226;;;;;;;;;;;;;;;;500;koffie;23;;;;;;W. Carbin.;W. Carbin.;W. Carbin.;;;;23;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-917;14707;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Waterloo;Waterloo;Q124832148;PSUR0348;;;;;;;;;;;;;;;;500;koffie en suiker;184;;;;;;Js. Balfour.;W. Evans.;Js. Balfour.;;;;184;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-918;14708;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Nursery;Nursery;Q28150367;PSUR0264;;;;;;;;;;;;;;;;500;koffie en suiker;386;;;;;;Jos. Tyndall.;H. Tyndall.;Jos. Tyndall.;;;;386;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-919;14709;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Hazard;Hazard;Q124830732;PSUR0136;;;;;;;;;;;;;;;;500;kost;;;;;;;N. Herbert, Jr. en J. Tyndall.;J. Tyndall.;Erv. N. Herbert.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-920;14710;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Longmay;Longmay;Q20979831;PSUR0205;;;;;;;;;;;;;;;;500;kost;15;;;;;;Rt. Cruden.;J.M. Leetch.;Erv. Cruden.;;;;15;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-921;14711;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Plaisance 1/3;Plaisance;Q137401053;PSUR0284;;;;;;;;;;;;;;;;250;kost;13;;;;;;Rt. Cruden.;J.M. Leetch.;Erv. Cruden.;;;;13;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-922;14712;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Plaisance 2/3;Idem;Q124830846;;;;;;;;;;;;;;;;;500;kost;;;;;;;G. Fraser, A. Desse en J. Gordon.;S.J. Ricketts.;Erv. Fraser.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-923;14713;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Paradise;Paradise;Q21000089;PSUR0277;;;;;;;;;;;;;;;;1500;suiker;135;;;;;;J. Cruickshank, A. Macdonald en A. Desse.;Js. Cruickshank.;R.A. en J. Cruickshank.;;;;135;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-924;14714;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Lot. 7;Lot 7;Q59117000;;;;;;;;;;;;;;;;;100;kost;;;;;;;W. Gordon, J. van Beerenstijn en J. Wilson, Jr.;J. van Beerenstijn.;George Nicholson.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-925;14715;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Lot 10 en 11 of Krappahoek;Lot 10, 11 of Krappahoek;Q20967226;PSUR0211;PSUR0212;Lot 10 en 11;Q136841491;Krappahoek ;Q136841472;Lot 10;Q131427749;Lot 11;Q135395247;;;;;;;1000;koffie;8;;;;;;J. Balfour en H.J. Braam.;Vincent Abbensetz.;Charbon en Zn.;;;;8;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-926;14716;1840;100;H;;Nickerie-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Post van de Indianen;Post van de Indianen;Q131416323;;;;;;;;;;;;;;;;;;;;;Post van de Indianen;Post van de Indianen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-927;14717;1840;100;H;;Nickerie-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;Botany Bay;Botany-bay;Q28657049;;;;;;;;;;;;;;;;;250;koffie;;;;;;;;;H.J. Braam.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-928;14718;1840;100;H;;Nickerie-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;Charlottenburg;Charlottenburg;Q124838448;;;;;;;;;;;;;;;;;250;kost;;;;;;;;;F.A. Wix.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-929;14719;1840;100;H;;Nickerie-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;Litt. I.;Litt. I;Q59116973;;;;;;;;;;;;;;;;;500;koffie;;;;;;;Js. Gordon.;Js. Gordon.;Js. Gordon.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-930;14720;1840;100;H;;Nickerie-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;L'Espérance;L'Espérance;Q59116851;;;;;;;;;;;;;;;;;500;;;;;;verlaten;;;;H.J. Braam.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-931;14721;1840;100;H;;Nickerie-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;Lot 32, 33 en 34;No. 32, 33 en 34 of Nw. Aanleg.;Q59116994;PSUR0213;PSUR0214;;;;;;;;;;;;;;;1000;koffie;54;;;;;;J. Balfour en H.J. Braam.;V. Abbensetz.;Charbon en Zn.;;;;54;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-1;14722;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Berg en Dal (Land van);Land van Bergendaal.;Q59115222;;;;;;;;;;;;;;;;;2750;hout;;;;Zie Sur. link.;;;W.C. Kennedy en J.L.V. Karsseboom.;J.C. Kemper.;Erv. Raye van Breukelerw., Erv. Wed. Mr. H.Z. Coudere, geb. Thomas en Wed. J. Viruly, geb. Coudere.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-10;14723;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Venetia;Venetia;Q59133982;;;;;;;;;;;;;Aan Plantage la Diligence.;La Diligence;Q124830989;;;;;;;;verlaten;;;;Aan Pl. la Diligence.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-11;14724;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Bigrar;Bigrar;Q59115248;;;;;;;;;;;;;;;;;;;;;werkplaats;Werkplaats van Ramor, Verhuurd aan J.H. de Meza.;verlaten;;;Verhuurd aan J.H. de Meza.;Werkplaats v. Ramor.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-12;14725;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Cadix en Co;Cadix en Co;Q59115347;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-13;14726;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Non Pensé;Non pensé;Q59132922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-14;14727;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Auca;Auca;Q59115172;;;;;;;;;;;;;Aan Plantage la Diligence.;La Diligence;Q124830989;;;hout;;;;;;;;;Aan Pl. la Diligence.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-15;14728;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Quamabo (Land van);Land van Quamabo;Q59133114;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-16;14729;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;La Diligence (Land van);Land van Diligence;Q59116863;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-17;14730;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Jodensavanne ;joden-savane;Q648787;;;;;;;;;;;;;;;;;;;;;Portugees Israëlitische Gemeente;Port. Israël. Gemeente;;;;;Port. Israël. Gemeente;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-18;14731;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Mahanain;Mahanaim;Q59117037;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-19;14732;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Surimombo;Surimombo en;Q59133905;;;;;;;;;;;Palmeneribo en Surimombo;Q131349067;;;;;3439;hout;4;;;;;;S. de la Parra.;J.D. Sanches.;G. Blancke, qq. W. Willink, Jr. qq. en A. Krook v. Harpen, qq.;;;;4;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-2;14733;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Remoncourt;Remoncour;Q29533971;PSUR0298;;;;;;;;;;;;;;;;4250;hout;17;;;;;;Jan en Saratje Snyders.;J. Godefroy.;Jan en Saratje Snyders.;;;;17;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-20;14734;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Palmeneribo;Palmeneribo;Q59133036;;;;;;;;;;;Palmeneribo en Surimombo;Q131349067;;Surimombo;Q59133905;;3640;hout;;;;;;;S. de la Parra.;J.D. Sanches.;G. Blancke, qq. W. Willink, Jr. qq. en A. Krook v. Harpen, qq.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-21;14735;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Bamby;Bamby;Q59115188;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-22;14736;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Hesterslust;Estherslust;Q124830794;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-23;14737;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Libanon;Libanon;Q124831296;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-24;14738;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;St. Domingo;St. Domingo;Q59133870;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-25;14739;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;La Confiance en Nieuw Hazard;La Confiance en Nieuw Hazard.;Q131349035;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-3;14740;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Solitaire;Solitaire;Q59133842;;;;;;;;;;;;;;;;;;hout;;;werkplaats;Werkplaats van Weltevreden;;;;;Werkplaats v. Weltevred.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-4;14741;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Moederzorg;Moederszorg;Q59119443;;;;;;;;;;;;;;;;;;kost;;;;;;;;Adam v. Lobo.;Josua Lyons.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-5;14742;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;De Goede Vriend;De Goede Vriend;Q124832564;;;;;;;;;;;;;;;;;1100;kost;;;;;;;;;A.M. Robles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-6;14743;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Robleskamp;Robleskamp;Q124831794;;;;;;;;;;;;;;;;;500;hout;4;;;;;;M.J. Robles.;A.M. Robles, Opzigter.;M.J. Robles.;;;;4;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-7;14744;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Garciaskamp (Suriname);Garciaskamp;Q124830482;;;;;;;;;;;;;;;;;;;;;;;;;;;Erve A. Garcia, Jr.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-8;14745;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;La Providence;La Providence;Q59116891;;;;;;;;;;;;;;;;;;;;;werkplaats;Werkplaats van Staf Arons.;verlaten;;;;Werkplaats v. Staf Arons.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-59-9;14746;1840;59;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Morea;Morea;Q59132801;;;;;;;;;;;;;;;;;900;hout;6;;;;;;J. de Pina.;J.S. de Meza;J. de Pina.;;;;6;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-26;14747;1840;60;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Boavista en Welbedacht;Boavista en Welbedacht;Q124823172;;;Boavista;Q59115277;Welbedacht;Q124832254;;;;;;;Aan Plantage la Simplicité.;La Simplicité;Q59116903;;;suiker;;;;;;;;;Aan Pl. la Simplicité.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-27;14748;1840;60;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Bonaventura;Bonaventura;Q59115290;;;;;;;;;;;Bonaventura, Descanzo en Nieuw Bergen op Zoom;Q131348990;;;;;204;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-28;14749;1840;60;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Descanzo;Descanzo };Q59115513;;;;;;;;;;;Bonaventura, Descanzo en Nieuw Bergen op Zoom;Q131348990;;;;;1500;;;;;;verlaten;;J. Bent.;;J. Bent.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-29;14750;1840;60;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Nieuw Bergen op Zoom;Nieuw Bergen op Zoom };Q59132832;;;;;;;;;;;Bonaventura, Descanzo en Nieuw Bergen op Zoom;Q131348990;;;;;341;;;;;;verlaten;;J. Bent.;;J. Bent.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-31;14751;1840;60;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Verwachting en Weykslust;en Weykslust };Q131349086;;;;;;;;;;;;;;;;;866;suiker;70;;;;;;D.B. de Mesquita.;Mos. J.B. de Mesquita, Jr.;D.B. de Mesquita.;;;;70;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-32;14752;1840;60;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Toledo en Nieuw-Rust;Toledo en Nieuwrust;Q131349077;;;Toledo;Q59133934;Nieuw-Rust;Q59132891;;;;;;;;;;;591;suiker;101;;;;;;R. O'Ferrall, Jr.;R. O'Ferrall, Jr.;R. O'Ferrall, Jr.;;;;101;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-33;14753;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Goede Vrede;Goede Vrede;Q59115631;PSUR0079;;;;;;;;;;;;;;;;1041;suiker;77;;;;;;J. Zaal en J. de Jager, Ez.;J. Visser, Jr.;Fds. Sobre.;;;;77;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-34;14754;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Nieuw-Loefbeek;Nieuw Loefbeek;Q59132878;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;Fonds W.G. Deutz.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-35;14755;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Goosen;Goosen;Q59115634;;;;;;;;;;;;;;;;;800;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-36;14756;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Carthago;Carthago;Q124824453;;;;;;;;;;;;;;;;;380;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-37;14757;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Portorico;Portorico;Q59133093;;;;;;;;;;;;;;;;;350;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-38;14758;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Rac à  Rac;Rac a Rac;Q59133118;PSUR0294;;;;;;;;;;;;;;;;1374;suiker;102;;;;;;J. de Jager, Ez. en A. van Velzen ¾, A.F. Gerdeman ¼.;H.P.H. Costerus.;Erven Jackson ?, v.d. Landen ¾, en Erv. A. Niehoff ¼.;;;;102;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-39;14759;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Groot Chatillon;Groot Chatillon;Q59115652;PSUR0124;;;;;;;;;;;;;;;;1249;suiker;277;;;;;;D.B. de Mesquita.;Jos. B. de Mesquita Arrias.;D.B.d. Mesquita, pr. en n. ux.;;;;277;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-40;14760;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Gelderland;Gelderland;Q59115609;PSUR0119;;;;;;;;;;;;;;;;1000;kost;;;;;;;S.H. en A.H. Arrias.;Arrias.;Erv. J. Arrias.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-41;14761;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Klein Chatillon;Klein Chatillon;Q59116811;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-42;14762;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Rorac en Claverblad;Rorac en Claverblad;Q131349073;;;Rorac;Q59133195;Claverblad;Q59115391;;;;;;;;;;;2130;suiker;95;;;;;;J. Zaal en H. Klint.;H.D. Ellis.;Fonds W.G. Deutz.;;;;95;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-43;14763;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;St. Eustatius;St. Eustatius;Q59133871;PSUR0320;;;;;;;;;;;;;;;;1000;suiker;97;;;;;;J. de Jager, Ez. en J.R. de Vries.;W. van der Vinne.;Erv. A.R. Jolles en R. le Chevalier.;;;;97;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-44;14764;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Nieuw Weergevonden (Land van);Land van Nieuw Weêrgevonden;Q59132872;;;;;;;;;;;;;;Nieuw Weergevonden;Q59132873;;;;;;;Zie Surnaus-Kreek.;;;;;Zie Surnaus-Kreek.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-45;14765;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;St. Barbara;St. Barbara;Q59133868;PSUR0319;;;;;;;;;;;;;;;;1990;suiker;148;;;;;;G.C.B. Weissenbruch en H. Klint.;C.F. Bernhard.;G. Varlet, S.B.v.d. Upwich en C.J.v.d. Upwich.;;;;148;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-46;14766;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Heystvliet (Land van);Land van Heystvliet;Q124830795;;;;;;;;;;;;;;;;;;;;;;Zie Surnaus-kr.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-47;14767;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Merveille;Merveille;Q59118005;PSUR0084;;;;;;;;;;;;;;;;1800;suiker;240;;;;;;J. de Jager, Ez. en H.A. Tirion.;J.R. de Vries.;Erv. A.v. Heyst.;;;;240;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-48;14768;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Maagdenburg;Mangdenburg;Q59117032;PSUR0221;;;;;;;;;;;;;;;;1023;suiker;137;;;;;;J L. Karsseboom en H. Klint.;J. van der Veldt.;P. Wachter en Zonen, qq.;;;;137;;;;;;;;;;;;;;;;;;;;;;;;
1840-60-49;14769;1840;60;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Laarwijk;Laarwyk;Q2445362;;;;;;;;;;;;;;;;;1123;kost;;;;;;;J. de Jager, Ez. en H.A. Tirion.;J.R. de Vries.;Erv. v. Heyst.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-61-50;14770;1840;61;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Vreeland;Vreeland;Q59134028;PSUR0341;;;;;;;;;;;;;;;;910;suiker;172;;;;;;J. Zaal en H. Klint.;K.W. Schelken.;Fonds W.G. Deutz.;;;;172;;;;;;;;;;;;;;;;;;;;;;;;
1840-61-51;14771;1840;61;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Petersburg;Petersburg;Q59133064;PSUR0280;;;;;;;;;;;;;;;;625;suiker;163;;;;;;H.J.A. Wittering.;A. Barnett.;William Young Baronet.;;;;163;;;;;;;;;;;;;;;;;;;;;;;;
1840-61-52;14772;1840;61;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;De Hoop;De Hoop;Q124827980;PSUR0080;;;;;;;;;;;;;;;;2580;suiker;209;;;;;;J. Frouin en C. Barends.;F.H. Richter.;Fds. Fraissinet en van Baak.;;;;209;;;;;;;;;;;;;;;;;;;;;;;;
1840-61-53;14773;1840;61;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;La Liberté;La Liberté;Q124831182;PSUR0177;;;;;;;;;;;;;;;;1735;suiker;124;;;;;;B. Calgren, J.A. Muller en C. Stein.;B. Calgren.;Th.v. Schaak.;;;;124;;;;;;;;;;;;;;;;;;;;;;;;
1840-61-54;14774;1840;61;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Peperpot;Peperpot;Q12013270;;;;;;;;;;;;;;;;;902;koffie en kweek;12;;;;;;C.L. de Veer.;;C.L. de Veer.;;;;12;;;;;;;;;;;;;;;;;;;;;;;;
1840-61-55;14775;1840;61;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Mopentibo;Mopentibo;Q2381723;;;;;;;;;;;;;;;;;604;kost;;;;;;;C.L. de Veer.;;C.L. de Veer.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-61-56;14776;1840;61;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Meerzorg;Meerzorg;Q1018882;PSUR0231;;;;;;;;;;;;;;;;2840;suiker;354;;;;;;J. Zaal, J.F. Roux, P. Balfour van Burleigh 5/6 en J.L.V. Karsseboom ?.;J. de Niefeld.;Erv. P. Amsing.;;;;354;;;;;;;;;;;;;;;;;;;;;;;;
1840-61-57;14777;1840;61;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Jagtlust;Jagtlust;Q2121376;PSUR0148;;;;;;;;;;;;;;;;1000;koffie;260;;;;;;W.C. Kennedy en A. Umgewand.;A. Umgewand.;Erv. Wed. G.N. Linck, geboren Vogt.;;;;260;;;;;;;;;;;;;;;;;;;;;;;;
1840-61-58;14778;1840;61;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Dordrecht;Dordrecht;Q1827726;PSUR0097;;;;;;;;;;;;;;;;500;suiker;138;;;;;;J.L. Karsseboom en J. Frouin.;H.F. Onnen.;L.P. Bienfait.;;;;138;;;;;;;;;;;;;;;;;;;;;;;;
1840-61-59;14779;1840;61;A;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Lust en Rust;Lust en Rust;Q2689333;PSUR0217;;;;;;;;;;;;;;;;800;koffie;91;;;;;;J.L.V. Karsseboom en C. Bylaart.;H.G. Buddenberg.;H. Bylaart, nom. ux.;;;;91;;;;;;;;;;;;;;;;;;;;;;;;
